TRT	STY	SYM	MKT	PRC	SIZ	TCK	LQI
2018-11-23 11:22:52.166	SHARE	TLV	REGS	2.335000	500	16869327	2
2018-11-23 11:22:52.167	SHARE	TLV	REGS	2.335000	196	16869328	2
2018-11-23 11:22:52.168	SHARE	TLV	REGS	2.335000	4260	16869329	2
2018-11-23 11:22:52.169	SHARE	TLV	REGS	2.335000	6000	16869330	2
2018-11-23 11:22:52.17	SHARE	TLV	REGS	2.335000	30000	16869331	2
2018-11-23 11:22:52.172	SHARE	TLV	REGS	2.330000	1000	16869332	2
2018-11-23 11:22:52.173	SHARE	TLV	REGS	2.330000	15	16869333	2
2018-11-23 11:22:52.175	SHARE	TLV	REGS	2.330000	5000	16869334	2
2018-11-23 11:22:52.176	SHARE	TLV	REGS	2.330000	500	16869335	2
2018-11-23 11:22:52.177	SHARE	TLV	REGS	2.330000	100	16869336	2
2018-11-23 11:22:52.178	SHARE	TLV	REGS	2.330000	2000	16869337	2
2018-11-23 11:22:52.179	SHARE	TLV	REGS	2.330000	38724	16869338	2
2018-11-23 11:22:52.912	SHARE	TGN	REGS	351.000000	100	16869339	2
2018-11-23 11:23:01.128	SHARE-INT	EBS	REGS	162.550000	1	16869340	2
2018-11-23 11:23:01.13	SHARE-INT	EBS	REGS	162.550000	5	16869341	2
2018-11-23 11:23:18.01	SHARE	RCHI	XRS1	0.170000	47500	16869342	1
2018-11-23 11:23:38.009	SHARE	TLV	REGS	2.335000	20000	16869343	2
2018-11-23 11:23:45.9	SHARE	TEL	REGS	22.950000	838	16869344	1
2018-11-23 11:23:45.902	SHARE	TEL	REGS	22.950000	350	16869345	1
2018-11-23 11:23:45.903	SHARE	TEL	REGS	22.950000	177	16869346	1
2018-11-23 11:23:53.612	SHARE	TLV	REGS	2.335000	10000	16869347	1
2018-11-23 11:23:57.149	SHARE	SNP	REGS	0.361000	60000	16869348	2
2018-11-23 11:24:04.484	SHARE	TEL	REGS	23.000000	635	16869349	1
2018-11-23 11:24:10.638	SHARE	RCHI	XRS1	0.170000	201	16869350	1
2018-11-23 11:24:10.639	SHARE	RCHI	XRS1	0.170000	24799	16869351	1
2018-11-23 11:24:34.331	SHARE	SNP	REGS	0.360000	2800	16869352	2
2018-11-23 11:24:43.823	SHARE	IMP	REGS	0.948000	5415	16869353	1
2018-11-23 11:25:08.898	SHARE	SNG	REGS	35.200000	400	16869354	2
2018-11-23 11:25:09.201	SHARE	RCHI	XRS1	0.170000	25201	16869355	1
2018-11-23 11:25:13.101	SHARE	SNG	REGS	35.300000	1000	16869356	1
2018-11-23 11:25:24.135	SHARE	AAG	REGS	2.800000	52	16869357	2
2018-11-23 11:25:24.136	SHARE	AAG	REGS	2.800000	148	16869358	2
2018-11-23 11:25:25.848	SHARE	SNP	REGS	0.361000	400	16869359	1
2018-11-23 11:25:30.798	SHARE	BRD	REGS	13.460000	10	16869360	2
2018-11-23 11:25:39.813	SHARE	SIF5	REGS	2.080000	5000	16869361	1
2018-11-23 11:25:49.263	SHARE	TBM	REGS	0.242500	8749	16869362	1
2018-11-23 11:25:49.265	SHARE	TBM	REGS	0.242500	5000	16869363	1
2018-11-23 11:25:51.931	SHARE	TLV	REGS	2.335000	20000	16869364	1
2018-11-23 11:25:55.016	SHARE	SNP	REGS	0.361000	2500	16869365	1
2018-11-23 11:26:01.146	SHARE	RCHI	XRS1	0.170000	299	16869366	2
2018-11-23 11:26:20.998	SHARE	SNN	REGS	9.000000	1000	16869367	2
2018-11-23 11:26:21.662	SHARE	SEVE	XRS1	4.580000	10	16869368	1
2018-11-23 11:26:43.402	SHARE	SNN	REGS	9.040000	50	16869369	1
2018-11-23 11:26:43.407	SHARE	SNN	REGS	9.040000	50	16869370	2
2018-11-23 11:26:45.448	SHARE	COTE	REGS	85.600000	38	16869371	1
2018-11-23 11:26:45.45	SHARE	COTE	REGS	85.600000	12	16869372	1
2018-11-23 11:29:06.365	SHARE	TGN	REGS	352.000000	10	16869373	1
2018-11-23 11:29:36.152	SHARE	SFG	REGS	20.500000	5	16869374	1
2018-11-23 11:29:54.196	SHARE	TRP	REGS	0.350000	21308	16869375	1
2018-11-23 11:29:55.034	SHARE	TGN	REGS	352.000000	10	16869376	1
2018-11-23 11:30:00.948	SHARE	SFG	REGS	20.800000	15	16869377	1
2018-11-23 11:30:34.591	SHARE	SNP	REGS	0.361000	337100	16869378	1
2018-11-23 11:30:37.463	SHARE	SNP	REGS	0.361000	4662900	16869379	2
2018-11-23 11:30:44.696	SHARE	TGN	REGS	351.000000	200	16869380	2
2018-11-23 11:31:04.825	SHARE	COTE	REGS	85.600000	7	16869381	1
2018-11-23 11:31:17.589	SHARE	TEL	REGS	22.950000	2000	16869382	1
2018-11-23 11:31:33.65	SHARE	COTE	REGS	85.600000	14	16869383	1
2018-11-23 11:31:41.217	SHARE	TEL	REGS	22.950000	1000	16869384	1
2018-11-23 11:31:55.054	SHARE	SIF5	REGS	2.075000	2130	16869385	2
2018-11-23 11:31:59.817	SHARE	BRK	REGS	0.075000	3557	16869386	2
2018-11-23 11:31:59.819	SHARE	BRK	REGS	0.074800	2314	16869387	2
2018-11-23 11:31:59.82	SHARE	BRK	REGS	0.074800	5000	16869388	2
2018-11-23 11:31:59.823	SHARE	BRK	REGS	0.074600	13400	16869389	2
2018-11-23 11:31:59.825	SHARE	BRK	REGS	0.074600	5729	16869390	2
2018-11-23 11:32:02.82	SHARE	EL	REGS	10.860000	741	16869391	2
2018-11-23 11:32:23.564	SHARE	SNP	REGS	0.362000	2400	16869392	1
2018-11-23 11:32:55.866	SHARE	SNP	REGS	0.362000	1000	16869393	1
2018-11-23 11:33:13.67	SHARE	SNP	REGS	0.362000	14420	16869394	1
2018-11-23 11:33:15.281	SHARE	EL	REGS	10.840000	93	16869395	2
2018-11-23 11:33:15.282	SHARE	EL	REGS	10.840000	45	16869396	2
2018-11-23 11:33:20.526	SHARE	SNN	REGS	9.040000	450	16869397	1
2018-11-23 11:33:44.056	SHARE	AAG	REGS	2.800000	2	16869398	2
2018-11-23 11:33:44.057	SHARE	AAG	REGS	2.800000	248	16869399	2
2018-11-23 11:33:47.808	SHARE-ATS	TSLA	XRS1	0.025000	5300	16869400	2
2018-11-23 11:34:22.695	SHARE	TEL	REGS	22.950000	100	16869401	1
2018-11-23 11:34:28.924	SHARE	BCM	REGS	0.068000	22000	16869402	2
2018-11-23 11:35:11.843	SHARE	TLV	REGS	2.330000	10655	16869403	2
2018-11-23 11:35:11.845	SHARE	TLV	REGS	2.330000	20000	16869404	2
2018-11-23 11:35:11.846	SHARE	TLV	REGS	2.330000	450	16869405	2
2018-11-23 11:35:11.847	SHARE	TLV	REGS	2.330000	200	16869406	2
2018-11-23 11:35:11.848	SHARE	TLV	REGS	2.330000	250	16869407	2
2018-11-23 11:35:11.85	SHARE	TLV	REGS	2.330000	10000	16869408	2
2018-11-23 11:35:11.851	SHARE	TLV	REGS	2.330000	426	16869409	2
2018-11-23 11:35:11.852	SHARE	TLV	REGS	2.330000	208019	16869410	2
2018-11-23 11:35:12.479	SHARE	TLV	REGS	2.330000	41981	16869411	2
2018-11-23 11:35:12.48	SHARE	TLV	REGS	2.330000	958019	16869412	2
2018-11-23 11:35:14.484	STR-PRD	EBDOWTL6	RGSP	54.900000	10	16869413	1
2018-11-23 11:35:22.128	SHARE	SNG	REGS	35.300000	20	16869414	1
2018-11-23 11:35:37.985	SHARE	SNG	REGS	35.300000	6	16869415	1
2018-11-23 11:35:42.701	SHARE	IMP	REGS	0.948000	8942	16869416	2
2018-11-23 11:36:09.079	SHARE	SNG	REGS	35.300000	1	16869417	1
2018-11-23 11:36:37.756	SHARE	EFO	REGS	0.088800	10000	16869418	2
2018-11-23 11:36:37.759	SHARE	EFO	REGS	0.088000	25000	16869419	2
2018-11-23 11:36:37.761	SHARE	EFO	REGS	0.087000	49000	16869420	2
2018-11-23 11:36:37.762	SHARE	EFO	REGS	0.087000	21000	16869421	2
2018-11-23 11:36:44.652	SHARE	TEL	REGS	22.950000	10	16869422	1
2018-11-23 11:36:50.736	SHARE	TLV	REGS	2.330000	41981	16869423	2
2018-11-23 11:36:51.455	SHARE	TLV	REGS	2.330000	300000	16869424	1
2018-11-23 11:36:51.818	SHARE	TLV	REGS	2.330000	1958019	16869425	1
2018-11-23 11:37:12.818	SHARE	TLV	REGS	2.330000	100000	16869426	2
2018-11-23 11:37:17.049	SHARE	EL	REGS	10.820000	60	16869427	2
2018-11-23 11:37:22.857	SHARE	EFO	REGS	0.089000	15500	16869428	1
2018-11-23 11:37:26.48	SHARE	CEON	REGS	0.337000	40	16869429	1
2018-11-23 11:38:00.237	SHARE	SNP	REGS	0.361500	3000	16869430	2
2018-11-23 11:38:39.76	SHARE-ATS	MACO	XRS1	2.700000	200	16869431	1
2018-11-23 11:39:26.536	SHARE	IMP	REGS	0.932000	70	16869432	2
2018-11-23 11:39:41.385	SHARE	IMP	REGS	0.948000	58	16869433	1
2018-11-23 11:39:41.387	SHARE	IMP	REGS	0.950000	2	16869434	1
2018-11-23 11:40:22.452	SHARE	ELGS	REGS	1.200000	102	16869435	1
2018-11-23 11:40:29.467	SHARE	TLV	REGS	2.330000	16981	16869436	2
2018-11-23 11:40:29.469	SHARE	TLV	REGS	2.330000	433019	16869437	2
2018-11-23 11:40:38.942	SHARE	SNP	REGS	0.362000	21430	16869438	1
2018-11-23 11:41:08.936	SHARE	SCDM	XRS1	35.800000	6	16869439	2
2018-11-23 11:42:03.652	SHARE	PBK	REGS	0.088000	7984	16869440	2
2018-11-23 11:42:03.654	SHARE	PBK	REGS	0.088000	36000	16869441	2
2018-11-23 11:42:03.656	SHARE	PBK	REGS	0.088000	982	16869442	2
2018-11-23 11:42:27.781	SHARE	SNP	REGS	0.362000	15000	16869443	1
2018-11-23 11:43:01.506	SHARE	PBK	REGS	0.088000	4500	16869444	1
2018-11-23 11:43:15.163	SHARE	BVB	REGS	22.600000	109	16869445	2
2018-11-23 11:43:19.812	SHARE	PBK	REGS	0.088000	534	16869446	1
2018-11-23 11:43:43.121	SHARE	TLV	REGS	2.330000	16981	16869447	2
2018-11-23 11:43:44.383	SHARE	TLV	REGS	2.330000	283019	16869448	1
2018-11-23 11:45:01.726	SHARE	SIF2	REGS	1.270000	12000	16869449	2
2018-11-23 11:45:26.26	SHARE	ALT	REGS	0.031000	1000	16869450	1
2018-11-23 11:46:08.669	SHARE	TLV	REGS	2.330000	16981	16869451	2
2018-11-23 11:46:44.214	SHARE	SIF2	REGS	1.270000	291	16869452	2
2018-11-23 11:46:44.216	SHARE	SIF2	REGS	1.270000	26644	16869453	2
2018-11-23 11:47:27.963	SHARE	SIF1	REGS	2.250000	5000	16869454	1
2018-11-23 11:48:49.181	SHARE	SIF2	REGS	1.270000	30000	16869455	2
2018-11-23 11:49:19.787	SHARE	SIF5	REGS	2.065000	529	16869456	2
2018-11-23 11:49:19.789	SHARE	SIF5	REGS	2.060000	446	16869457	2
2018-11-23 11:49:23.652	STR-PRD	EBDAXTS63	RGSP	87.900000	7	16869458	1
2018-11-23 11:49:33.14	SHARE	SIF4	REGS	0.598000	3000	16869459	2
2018-11-23 11:50:24.525	SHARE	TLV	REGS	2.330000	25000	16869460	1
2018-11-23 11:50:50.291	SHARE-ATS	STNM	XRS1	5.600000	120	16869461	2
2018-11-23 11:51:54.857	SHARE	ALU	REGS	0.715000	10	16869462	1
2018-11-23 11:52:13.033	SHARE	TLV	REGS	2.330000	180	16869463	1
2018-11-23 11:52:50.503	SHARE	EFO	REGS	0.089000	29517	16869464	1
2018-11-23 11:52:50.506	SHARE	EFO	REGS	0.089400	2050	16869465	1
2018-11-23 11:52:50.507	SHARE	EFO	REGS	0.089600	3433	16869466	1
2018-11-23 11:53:06.327	SHARE	TLV	REGS	2.330000	1500	16869467	1
2018-11-23 11:54:15.711	STR-PRD	BKDOWTL57	RGSP	6.220000	30	16869468	1
2018-11-23 11:54:35.592	SHARE	TLV	REGS	2.330000	24	16869469	1
2018-11-23 11:54:52.741	TBONDS	B1904A	REGT	99.712200	2	16869470	2
2018-11-23 11:55:14.971	SHARE	TRP	REGS	0.350000	200	16869471	1
2018-11-23 11:55:44.392	SHARE	SNG	REGS	35.300000	673	16869472	1
2018-11-23 11:55:44.394	SHARE	SNG	REGS	35.300000	1000	16869473	1
2018-11-23 11:55:44.395	SHARE	SNG	REGS	35.300000	327	16869474	1
2018-11-23 11:56:18.977	SHARE	SCDM	XRS1	35.800000	19	16869475	1
2018-11-23 11:56:18.98	SHARE	SCDM	XRS1	36.000000	184	16869476	1
2018-11-23 11:56:46.49	STR-PRD	EBDBKTL9	RGSP	0.670000	2000	16869477	1
2018-11-23 11:57:51.798	SHARE	M	REGS	26.700000	500	16869478	2
2018-11-23 11:58:14.381	SHARE	SIF1	REGS	2.250000	5000	16869479	1
2018-11-23 11:58:23.187	SHARE	SNN	REGS	9.040000	629	16869480	2
2018-11-23 11:58:23.188	SHARE	SNN	REGS	9.040000	71	16869481	2
2018-11-23 11:58:28.987	SHARE	SNN	REGS	9.040000	479	16869482	2
2018-11-23 11:58:28.988	SHARE	SNN	REGS	9.040000	510	16869483	2
2018-11-23 11:58:36.559	SHARE	M	REGS	26.700000	500	16869484	2
2018-11-23 11:58:52.535	SHARE	SIF1	REGS	2.250000	1644	16869485	1
2018-11-23 11:59:05.429	SHARE	SIF1	REGS	2.290000	1	16869486	1
2018-11-23 11:59:09.65	SHARE	TLV	REGS	2.330000	1044	16869487	1
2018-11-23 11:59:10.597	SHARE	BCM	REGS	0.068500	9000	16869488	1
2018-11-23 11:59:39.109	SHARE	ALU	REGS	0.715000	50	16869489	1
2018-11-23 12:00:46.98	SHARE	OIL	REGS	0.148000	37500	16869490	1
2018-11-23 12:00:46.982	SHARE	OIL	REGS	0.148000	4000	16869491	1
2018-11-23 12:00:46.983	SHARE	OIL	REGS	0.148000	500	16869492	1
2018-11-23 12:00:59.882	SHARE	OIL	REGS	0.150000	1	16869493	1
2018-11-23 12:01:16.199	SHARE	SNP	REGS	0.361500	1000	16869494	2
2018-11-23 12:01:16.201	SHARE	SNP	REGS	0.361500	2500	16869495	2
2018-11-23 12:02:25.461	STR-PRD	BKDOWTS56	RGSP	12.900000	2100	16869496	1
2018-11-23 12:02:37.162	STR-PRD	EBDAXTL52	RGSP	19.400000	50	16869497	1
2018-11-23 12:03:05.063	SHARE	TGN	REGS	352.000000	57	16869498	1
2018-11-23 12:03:05.065	SHARE	TGN	REGS	352.000000	10	16869499	1
2018-11-23 12:03:05.066	SHARE	TGN	REGS	352.000000	30	16869500	1
2018-11-23 12:03:05.067	SHARE	TGN	REGS	352.000000	30	16869501	1
2018-11-23 12:03:31.745	SHARE	SIF1	REGS	2.280000	2000	16869502	1
2018-11-23 12:03:31.748	SHARE	SIF1	REGS	2.290000	162	16869503	1
2018-11-23 12:03:31.749	SHARE	SIF1	REGS	2.290000	2078	16869504	1
2018-11-23 12:03:31.75	SHARE	SIF1	REGS	2.290000	2500	16869505	1
2018-11-23 12:03:31.752	SHARE	SIF1	REGS	2.300000	1000	16869506	1
2018-11-23 12:03:41.159	SHARE	SIF3	REGS	0.199800	9000	16869507	1
2018-11-23 12:03:58.086	SHARE	SIF1	REGS	2.330000	1	16869508	1
2018-11-23 12:04:17.284	SHARE	IPRU	XRS1	0.792000	125	16869509	1
2018-11-23 12:04:31.748	SHARE	TLV	REGS	2.325000	1879	16869510	2
2018-11-23 12:05:11.58	SHARE	SNP	REGS	0.362000	10000	16869511	1
2018-11-23 12:05:14.5	SHARE	SIF1	REGS	2.330000	149	16869512	1
2018-11-23 12:05:14.502	SHARE	SIF1	REGS	2.330000	180	16869513	1
2018-11-23 12:05:14.504	SHARE	SIF1	REGS	2.340000	200	16869514	1
2018-11-23 12:05:14.506	SHARE	SIF1	REGS	2.350000	728	16869515	1
2018-11-23 12:05:14.508	SHARE	SIF1	REGS	2.350000	3	16869516	1
2018-11-23 12:05:14.606	SHARE	CEON	REGS	0.337000	2960	16869517	1
2018-11-23 12:05:14.609	SHARE	CEON	REGS	0.338000	40	16869518	1
2018-11-23 12:08:14.184	SHARE	TLV	REGS	2.325000	1498	16869519	2
2018-11-23 12:08:36.513	BOND	SBG20	XRB	104.000000	40	16869520	2
2018-11-23 12:09:04.206	SHARE	ARCV	XRS1	0.014400	5130	16869521	2
2018-11-23 12:09:06.309	SHARE	TLV	REGS	2.325000	38223	16869522	2
2018-11-23 12:09:06.311	SHARE	TLV	REGS	2.325000	50	16869523	2
2018-11-23 12:09:06.313	SHARE	TLV	REGS	2.325000	110	16869524	2
2018-11-23 12:09:06.314	SHARE	TLV	REGS	2.325000	1000	16869525	2
2018-11-23 12:09:06.315	SHARE	TLV	REGS	2.325000	10000	16869526	2
2018-11-23 12:09:06.317	SHARE	TLV	REGS	2.325000	130	16869527	2
2018-11-23 12:09:06.318	SHARE	TLV	REGS	2.325000	21789	16869528	2
2018-11-23 12:09:06.319	SHARE	TLV	REGS	2.325000	10000	16869529	2
2018-11-23 12:09:06.32	SHARE	TLV	REGS	2.325000	15	16869530	2
2018-11-23 12:09:06.321	SHARE	TLV	REGS	2.325000	956	16869531	2
2018-11-23 12:09:06.322	SHARE	TLV	REGS	2.325000	298	16869532	2
2018-11-23 12:09:07.279	STR-PRD	EBTLVTL8	RGSP	8.500000	55	16869533	2
2018-11-23 12:09:22.428	SHARE	TLV	REGS	2.325000	1500	16869534	1
2018-11-23 12:09:23.484	SHARE	RCHI	XRS1	0.170000	32000	16869535	1
2018-11-23 12:09:28.366	SHARE	SCDM	XRS1	35.800000	24	16869536	1
2018-11-23 12:09:38.347	SHARE-ATS	BNET	XRS1	1.045000	315	16869537	2
2018-11-23 12:09:38.349	SHARE-ATS	BNET	XRS1	1.045000	3000	16869538	2
2018-11-23 12:10:34.01	SHARE-INT	EBS	REGS	162.500000	60	16869539	2
2018-11-23 12:10:34.012	SHARE-INT	EBS	REGS	162.500000	60	16869540	2
2018-11-23 12:10:34.013	SHARE-INT	EBS	REGS	162.500000	30	16869541	2
2018-11-23 12:10:34.014	SHARE-INT	EBS	REGS	162.500000	7	16869542	2
2018-11-23 12:10:34.016	SHARE-INT	EBS	REGS	162.500000	20	16869543	2
2018-11-23 12:11:08.582	SHARE	RRC	REGS	0.049000	6840	16869544	2
2018-11-23 12:11:08.584	SHARE	RRC	REGS	0.049000	3000	16869545	2
2018-11-23 12:11:08.587	SHARE	RRC	REGS	0.048800	49500	16869546	2
2018-11-23 12:11:08.588	SHARE	RRC	REGS	0.048800	2874	16869547	2
2018-11-23 12:11:31.74	STR-PRD	BKDOWTS61	RGSP	10.880000	2100	16869548	2
2018-11-23 12:11:58.984	SHARE-INT	EBS	REGS	162.500000	323	16869549	1
2018-11-23 12:12:17.712	SHARE	SIF3	REGS	0.201000	584	16869550	1
2018-11-23 12:12:36.452	SHARE	ROCE	REGS	0.129000	20000	16869551	1
2018-11-23 12:12:49.936	SHARE-INT	EBS	REGS	162.400000	500	16869552	1
2018-11-23 12:13:16.41	SHARE	SNN	REGS	9.040000	280	16869553	1
2018-11-23 12:13:19.023	SHARE	TLV	REGS	2.325000	20000	16869554	1
2018-11-23 12:13:47.553	STR-PRD	EBEBSTL30	RGSP	0.820000	200	16869555	1
2018-11-23 12:14:11.157	SHARE	COTE	REGS	85.600000	3	16869556	1
2018-11-23 12:15:02.298	SHARE	BVB	REGS	22.600000	62	16869557	2
2018-11-23 12:15:02.3	SHARE	BVB	REGS	22.600000	50	16869558	2
2018-11-23 12:15:02.301	SHARE	BVB	REGS	22.600000	50	16869559	2
2018-11-23 12:15:02.302	SHARE	BVB	REGS	22.600000	100	16869560	2
2018-11-23 12:15:02.303	SHARE	BVB	REGS	22.600000	25	16869561	2
2018-11-23 12:15:02.304	SHARE	BVB	REGS	22.600000	470	16869562	2
2018-11-23 12:15:02.306	SHARE	BVB	REGS	22.600000	20	16869563	2
2018-11-23 12:15:02.307	SHARE	BVB	REGS	22.600000	500	16869564	2
2018-11-23 12:15:02.308	SHARE	BVB	REGS	22.600000	100	16869565	2
2018-11-23 12:15:02.309	SHARE	BVB	REGS	22.600000	2	16869566	2
2018-11-23 12:15:41.03	SHARE	PRSN	XRS1	0.074000	900	16869567	2
2018-11-23 12:15:41.032	SHARE	PRSN	XRS1	0.074000	5000	16869568	2
2018-11-23 12:15:41.033	SHARE	PRSN	XRS1	0.074000	5000	16869569	2
2018-11-23 12:15:41.034	SHARE	PRSN	XRS1	0.074000	10000	16869570	2
2018-11-23 12:16:58.568	SHARE-INT	EBS	REGS	162.400000	10	16869571	2
2018-11-23 12:17:41.354	STR-PRD	BKDOWTL57	RGSP	6.100000	15	16869572	2
2018-11-23 12:18:04.808	STR-PRD	EBEBSTL30	RGSP	0.820000	7649	16869573	1
2018-11-23 12:18:18.721	STR-PRD	EBTLVTL11	RGSP	3.600000	200	16869574	2
2018-11-23 12:18:41.008	SHARE	FP	REGS	0.938000	510	16869575	1
2018-11-23 12:19:28.046	SHARE	BVB	REGS	22.600000	459	16869576	1
2018-11-23 12:19:59.529	SHARE-INT	EBS	REGS	162.200000	300	16869577	1
2018-11-23 12:20:08.615	SHARE-INT	EBS	REGS	162.200000	10	16869578	1
2018-11-23 12:20:11.303	SHARE	PREH	REGS	0.800000	50	16869579	1
2018-11-23 12:20:41.395	SHARE	PBK	REGS	0.088000	100	16869580	1
2018-11-23 12:22:30.669	SHARE	TLV	REGS	2.325000	1380	16869581	1
2018-11-23 12:22:33.816	SHARE	PREH	REGS	0.800000	113	16869582	1
2018-11-23 12:22:36.917	STR-PRD	EBDAXTL52	RGSP	18.500000	5	16869583	1
2018-11-23 12:22:46.703	SHARE	TLV	REGS	2.320000	1200	16869584	2
2018-11-23 12:22:46.704	SHARE	TLV	REGS	2.320000	100	16869585	2
2018-11-23 12:22:46.706	SHARE	TLV	REGS	2.320000	18700	16869586	2
2018-11-23 12:23:00.653	SHARE	SIF5	REGS	2.065000	334	16869587	2
2018-11-23 12:23:19.375	SHARE	BCM	REGS	0.068500	20000	16869588	2
2018-11-23 12:23:19.378	SHARE	BCM	REGS	0.068000	55000	16869589	2
2018-11-23 12:24:40.287	SHARE	BIO	REGS	0.326000	10	16869590	1
2018-11-23 12:25:07.989	SHARE	SIF4	REGS	0.598000	3000	16869591	1
2018-11-23 12:25:22.323	SHARE	BRD	DEALS	13.400000	400601	16869592	2
2018-11-23 12:25:38.353	SHARE	PRSN	XRS1	0.074000	7840	16869593	1
2018-11-23 12:25:59.382	SHARE	SNP	REGS	0.363500	500	16869594	1
2018-11-23 12:26:30.764	SHARE	TLV	REGS	2.325000	1	16869595	1
2018-11-23 12:27:08.162	SHARE	BIO	REGS	0.326000	800	16869596	1
2018-11-23 12:28:33.617	SHARE	BVB	REGS	22.600000	75	16869597	2
2018-11-23 12:29:01.8	SHARE	SNN	REGS	9.040000	100	16869598	1
2018-11-23 12:29:33.475	SHARE-INT	EBS	REGS	162.150000	4	16869599	2
2018-11-23 12:29:38.757	STR-PRD	EBEBSTL30	RGSP	0.810000	60	16869600	2
2018-11-23 12:30:00.103	SHARE	UPET	XRS1	0.595000	41	16869601	4
2018-11-23 12:30:00.108	SHARE	UPET	XRS1	0.595000	259	16869602	4
2018-11-23 12:30:00.122	SHARE	PRBU	XRS1	480.000000	1	16869603	4
2018-11-23 12:30:00.129	SHARE	PRBU	XRS1	480.000000	1	16869604	4
2018-11-23 12:30:00.142	SHARE-ATS	DOIS	XRS1	2.000000	200	16869605	4
2018-11-23 12:30:00.151	SHARE-ATS	DOIS	XRS1	2.000000	94	16869606	4
2018-11-23 12:30:00.165	SHARE	UZC	XRS1	2.280000	150	16869607	4
2018-11-23 12:30:24.248	STR-PRD	EBEBSTL30	RGSP	0.810000	500	16869608	1
2018-11-23 12:30:46.373	STR-PRD	EBEBSTL30	RGSP	0.810000	500	16869609	1
2018-11-23 12:32:08.977	SHARE-INT	EBS	REGS	162.000000	3	16869610	2
2018-11-23 12:32:08.98	SHARE-INT	EBS	REGS	162.000000	60	16869611	2
2018-11-23 12:32:08.982	SHARE-INT	EBS	REGS	162.000000	60	16869612	2
2018-11-23 12:32:08.983	SHARE-INT	EBS	REGS	162.000000	3	16869613	2
2018-11-23 12:32:08.984	SHARE-INT	EBS	REGS	162.000000	100	16869614	2
2018-11-23 12:32:08.985	SHARE-INT	EBS	REGS	162.000000	15	16869615	2
2018-11-23 12:32:08.987	SHARE-INT	EBS	REGS	162.000000	2	16869616	2
2018-11-23 12:32:57.325	SHARE	UZC	XRS1	2.280000	150	16869617	2
2018-11-23 12:33:44.275	SHARE	CEON	REGS	0.337000	1790	16869618	1
2018-11-23 12:33:44.278	SHARE	CEON	REGS	0.338000	4960	16869619	1
2018-11-23 12:34:09.555	SHARE-INT	EBS	REGS	161.900000	4	16869620	2
2018-11-23 12:35:04.945	STR-PRD	BKDOWTL57	RGSP	6.030000	200	16869621	2
2018-11-23 12:35:14.556	SHARE-INT	EBS	REGS	161.800000	3	16869622	2
2018-11-23 12:36:02.527	BOND	FRU21	XRB	102.000000	20	16869623	2
2018-11-23 12:36:15.487	STR-PRD	EBEBSTL30	RGSP	0.800000	500	16869624	1
2018-11-23 12:36:26.472	STR-PRD	BKDOWTL57	RGSP	6.010000	100	16869625	1
2018-11-23 12:36:29.033	SHARE	TLV	REGS	2.325000	100	16869626	1
2018-11-23 12:38:07.093	STR-PRD	BKDOWTL57	RGSP	5.970000	100	16869627	2
2018-11-23 12:38:24.966	STR-PRD	EBWTITL27	RGSP	60.000000	5	16869628	2
2018-11-23 12:38:25.491	STR-PRD	EBWTI1	RGSP	12.700000	2500	16869629	2
2018-11-23 12:38:27.993	SHARE	IMP	REGS	0.950000	9998	16869630	1
2018-11-23 12:38:27.994	SHARE	IMP	REGS	0.950000	2096	16869631	1
2018-11-23 12:38:50.004	SHARE	TLV	REGS	2.325000	500	16869632	1
2018-11-23 12:39:48.988	STR-PRD	EBEUSDTL15	RGSP	1.670000	50	16869633	2
2018-11-23 12:39:56.272	SHARE	BRD	REGS	13.420000	3000	16869634	2
2018-11-23 12:39:59.78	STR-PRD	EBWTI1	RGSP	12.640000	40	16869635	1
2018-11-23 12:40:00.106	SHARE	TLV	REGS	2.325000	381	16869636	1
2018-11-23 12:41:59.776	SHARE	TLV	REGS	2.325000	1500	16869637	1
2018-11-23 12:42:01.785	SHARE-INT	SAP	XRSI	416.250000	1	16869638	1
2018-11-23 12:42:37.778	SHARE	TLV	REGS	2.320000	5400	16869639	2
2018-11-23 12:42:37.78	SHARE	TLV	REGS	2.320000	7700	16869640	2
2018-11-23 12:42:37.782	SHARE	TLV	REGS	2.320000	50	16869641	2
2018-11-23 12:42:37.783	SHARE	TLV	REGS	2.320000	2354	16869642	2
2018-11-23 12:42:37.785	SHARE	TLV	REGS	2.320000	428	16869643	2
2018-11-23 12:42:37.786	SHARE	TLV	REGS	2.320000	4000	16869644	2
2018-11-23 12:42:37.787	SHARE	TLV	REGS	2.320000	908	16869645	2
2018-11-23 12:42:37.789	SHARE	TLV	REGS	2.320000	500	16869646	2
2018-11-23 12:42:37.79	SHARE	TLV	REGS	2.320000	158	16869647	2
2018-11-23 12:42:37.791	SHARE	TLV	REGS	2.320000	95	16869648	2
2018-11-23 12:42:37.792	SHARE	TLV	REGS	2.320000	630	16869649	2
2018-11-23 12:42:49.906	SHARE	COMI	REGS	0.015000	5000	16869650	2
2018-11-23 12:42:58.481	BOND	BNET22	XRB	104.000000	1	16869651	2
2018-11-23 12:42:58.484	BOND	BNET22	XRB	104.000000	10	16869652	2
2018-11-23 12:43:17.537	BOND	FRU21	XRB	102.000000	13	16869653	2
2018-11-23 12:43:20.806	SHARE	IMP	REGS	0.950000	1000	16869654	2
